,URL,URL_LENGTH,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
344,B0_324,43,ISO-8859-1,None,6744.0,NONE,None,28/11/1999 0:00,9/09/2013 0:00,22,3,8,2267,9811,2701,28,6.0,0
345,B0_331,43,ISO-8859,Apache,5653.0,NONE,None,25/09/2000 0:00,23/11/2015 0:00,8,0,3,803,2190,1097,12,4.0,0
346,B0_354,43,us-ascii,Microsoft-IIS/7.5,324.0,NONE,None,26/09/2003 0:00,17/06/2016 0:00,25,2,6,2444,1984,2874,31,6.0,0
347,B0_612,43,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,PA,5/06/2003 0:00,26/11/2014 0:00,17,7,3,2715,20139,3187,23,6.0,0
348,B0_667,43,ISO-8859-1,Apache,497.0,GB,None,11/11/2006 0:00,26/10/2016 0:00,45,3,7,4178,44810,4646,51,6.0,0
349,B0_759,43,UTF-8,GSE,20592.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,64,5,13,6081,63457,6463,69,4.0,0
350,B0_989,43,utf-8,Microsoft-IIS/8.5,4816.0,US,CO,3/05/2015 0:00,4/05/2016 0:00,0,0,0,0,0,0,0,0.0,0
351,M0_49,44,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,24/05/2000 0:00,25/05/2016 0:00,22,0,2,3444,9819,3908,28,6.0,1
352,B0_1055,44,utf-8,nginx/1.6.2,8219.0,US,CO,4/02/2005 0:00,21/03/2017 0:00,0,0,0,0,0,0,0,0.0,0
353,B0_1111,44,iso-8859-1,Apache,334.0,NONE,None,None,None,0,0,0,0,0,0,0,0.0,0
354,B0_1180,44,utf-8,ATS,634.0,US,CA,18/01/1995 0:00,26/08/2015 0:00,0,0,0,0,0,0,0,0.0,0
355,B0_1405,44,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,PA,5/06/2003 0:00,26/11/2014 0:00,0,0,0,0,0,0,0,0.0,0
356,B0_2090,44,ISO-8859-1,nginx,1511.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,6,4,3,640,606,640,6,0.0,0
357,B0_2139,44,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,5,3,2,498,438,498,5,0.0,0
358,B0_2140,44,utf-8,Apache,45958.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,6,6,3,540,539,540,6,0.0,0
359,B0_226,44,ISO-8859-1,Microsoft-IIS/7.5,11.0,US,WA,13/09/2000 0:00,29/08/2016 0:00,40,6,5,4203,47931,4365,42,2.0,0
360,B0_235,44,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,5/02/1999 0:00,16/06/2014 0:00,26,10,6,2512,7155,2982,32,6.0,0
361,B0_289,44,utf-8,Apache,44446.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,157,2,5,11053,284743,11211,159,2.0,0
362,B0_311,44,iso-8859-1,Apache,338.0,NONE,None,None,None,9,0,2,870,5876,1020,11,2.0,0
363,B0_316,44,iso-8859-1,Apache/2,345.0,US,FL,10/05/2000 0:00,11/10/2016 0:00,12,4,3,972,15901,1118,14,2.0,0
364,B0_408,44,ISO-8859-1,None,674.0,US,California,28/11/1999 0:00,9/09/2013 0:00,15,0,6,1556,9023,1988,21,6.0,0
365,B0_49,44,UTF-8,Apache/2.4.6 (CentOS),25825.0,US,CA,25/01/1995 0:00,5/12/2013 0:00,71,1,6,5647,120385,6295,79,8.0,0
366,B0_557,44,ISO-8859-1,nginx,1501.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,53,21,8,7834,22947,8472,61,8.0,0
367,B0_616,44,utf-8,nginx,10198.0,US,New York,28/06/2006 0:00,1/02/2013 0:00,17,12,4,2401,19291,2827,23,6.0,0
368,B0_617,44,ISO-8859-1,Apache/2.4.25,360.0,US,CO,25/06/1997 0:00,26/03/2017 0:00,16,3,4,1480,10665,1776,20,4.0,0
369,B0_633,44,iso-8859-1,barista/5.1.3,16525.0,US,CA,9/01/1998 0:00,4/01/2017 0:00,10,0,5,1197,1424,1503,14,4.0,0
370,B0_733,44,ISO-8859-1,None,6746.0,US,California,28/11/1999 0:00,9/09/2013 0:00,20,4,6,2097,9280,2381,24,4.0,0
371,B0_833,44,us-ascii,Microsoft-HTTPAPI/2.0,324.0,CA,ON,17/03/2000 0:00,17/01/2016 0:00,0,0,0,0,0,0,0,0.0,0
372,B0_993,44,us-ascii,Microsoft-IIS/7.5,324.0,US,California,26/09/2003 0:00,17/06/2016 0:00,0,0,0,0,0,0,0,0.0,0
373,B0_10,45,iso-8859-1,nginx,326.0,NONE,None,29/02/2008 0:00,21/02/2017 0:00,7,0,2,1088,7650,1440,11,4.0,0
374,B0_1062,45,UTF-8,nginx/1.11.2,10273.0,US,MI,18/05/2001 0:00,19/03/2016 0:00,0,0,0,0,0,0,0,0.0,0
375,B0_1083,45,ISO-8859-1,None,6748.0,NONE,None,28/11/1999 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0.0,0
376,B0_1140,45,ISO-8859-1,Microsoft-IIS/8.5,1245.0,US,FL,30/10/2002 0:00,6/07/2016 0:00,0,0,0,0,0,0,0,0.0,0
377,B0_1192,45,ISO-8859-1,Apache,6264.0,NONE,None,19/12/2000 0:00,16/12/2016 0:00,0,0,0,0,0,0,0,0.0,0
378,B0_1232,45,ISO-8859-1,Microsoft-IIS/7.5,1245.0,US,CT,13/05/1998 0:00,17/06/2016 0:00,0,0,0,0,0,0,0,0.0,0
379,B0_1262,45,iso-8859-1,Apache/2.4.25 (Debian),185.0,US,MA,29/07/2007 0:00,9/07/2016 0:00,0,0,0,0,0,0,0,0.0,0
380,B0_1272,45,UTF-8,Apache,4764.0,US,Arizona,15/07/2009 0:00,20/04/2015 0:00,0,0,0,0,0,0,0,0.0,0
381,B0_1318,45,us-ascii,Microsoft-HTTPAPI/2.0,324.0,NONE,None,27/09/2000 0:00,10/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
382,B0_1343,45,utf-8,AmazonS3,365.0,US,Arizona,13/07/2001 0:00,26/04/2015 0:00,0,0,0,0,0,0,0,0.0,0
383,B0_158,45,UTF-8,Apache,3042.0,US,CA,20/10/1998 0:00,4/12/2013 0:00,14,0,7,1201,4922,1495,18,4.0,0
384,B0_2204,45,utf-8,ECD (fll/0790),41547.0,US,NY,10/03/2005 0:00,7/03/2017 0:00,8,4,3,660,476,660,8,0.0,0
385,B0_266,45,utf-8,nginx/1.10.3,39.0,OTHER,NOT APPLICABLE,27/11/2002 0:00,21/11/2016 0:00,4,0,2,541,579,689,6,2.0,0
386,B0_288,45,utf-8,Apache,44447.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,185,0,2,13834,488313,13992,187,2.0,0
387,B0_317,45,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,226.0,US,Missouri,28/09/2007 16:06,28/03/2017 18:24,44,0,2,4044,82259,4204,46,2.0,0
388,B0_406,45,iso-8859-1,Apache/2.4.25 (FreeBSD) OpenSSL/1.0.1s-freebsd PHP/5.6.30,217.0,NONE,None,None,None,28,2,5,3409,18392,3565,30,2.0,0
389,B0_467,45,ISO-8859-1,None,12368.0,US,CA,9/01/1998 0:00,4/01/2017 0:00,32,5,9,2595,15941,2881,36,4.0,0
390,B0_509,45,UTF-8,mw2239.codfw.wmnet,4695.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,40,35,2,4590,84636,5046,46,6.0,0
391,B0_541,45,utf-8,ATS,636.0,US,CA,18/01/1995 0:00,26/08/2015 0:00,46,22,8,5308,40052,5902,54,8.0,0
392,B0_585,45,iso-8859-1,Apache,191.0,AU,VIC,12/03/2009 1:58,18/04/2017 1:29,3,0,1,198,186,198,3,0.0,0
393,B0_608,45,UTF-8,Apache,23771.0,US,MA,8/11/1993 0:00,12/10/2015 0:00,19,0,2,1801,26643,2097,23,4.0,0
394,B0_683,45,utf-8,None,14947.0,US,NY,25/07/1998 0:00,5/03/2017 0:00,19,0,3,1816,12138,2104,23,4.0,0
395,B0_691,45,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,5/02/1999 0:00,16/06/2014 0:00,28,10,9,2683,11690,3307,36,8.0,0
396,B0_766,45,UTF-8,nginx/1.12.0,9194.0,US,NY,4/06/2009 0:00,4/05/2016 0:00,9,0,5,1197,1532,1537,14,4.0,0
397,B0_798,45,UTF-8,ATS,6560.0,CA,ON,29/11/2000 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
398,B0_871,45,ISO-8859-1,None,6746.0,US,California,28/11/1999 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0.0,0
399,M0_117,46,UTF-8,nginx,649.0,NONE,None,None,None,11,0,3,1274,3132,1562,15,4.0,1
400,M0_82,46,ISO-8859-1,nginx/1.12.0,221.0,US,CALIFORNIA,6/10/2005 0:00,6/10/2016 0:00,7,0,2,742,1263,890,9,2.0,1
401,B0_1201,46,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,231.0,NONE,None,22/09/2009 0:00,23/04/2015 0:00,0,0,0,0,0,0,0,0.0,0
402,B0_1221,46,ISO-8859-1,Microsoft-IIS/7.5,11.0,US,WA,13/09/2000 0:00,29/08/2016 0:00,0,0,0,0,0,0,0,0.0,0
403,B0_123,46,UTF-8,mw2255.codfw.wmnet,4698.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,46,42,2,6883,38056,7491,54,8.0,0
404,B0_124,46,ISO-8859-1,Apache,2393.0,US,NY,18/01/1994 0:00,21/10/2016 0:00,29,14,4,3416,17574,3858,35,6.0,0
405,B0_1314,46,iso-8859-1,None,21.0,US,VA,13/09/1996 4:00,16/07/2016 7:42,0,0,0,0,0,0,0,0.0,0
406,B0_2016,46,UTF-8,Apache/2.4.7 (Ubuntu),22479.0,US,WA,30/01/2007 0:00,28/12/2016 0:00,7,6,4,606,496,606,7,0.0,0
407,B0_2153,46,iso-8859-1,Apache,344.0,JP,Osaka,11/03/2017 0:00,24/04/2017 0:00,5,3,3,498,504,498,5,0.0,0
408,B0_234,46,UTF-8,ATS,17810.0,US,CA,22/11/2003 0:00,1/05/2014 0:00,50,40,5,5894,69918,6478,58,8.0,0
409,B0_237,46,UTF-8,Apache,193.0,US,PA,14/10/2016 0:00,14/10/2016 0:00,7,0,2,680,1363,1002,11,4.0,0
410,B0_270,46,utf-8,ATS,630.0,US,CA,18/01/1995 0:00,26/08/2015 0:00,38,13,10,4509,35953,5267,48,10.0,0
411,B0_292,46,utf-8,None,7758.0,US,NY,26/07/1995 0:00,21/07/2016 0:00,127,0,3,8942,233106,9242,131,4.0,0
412,B0_304,46,ISO-8859-1,nginx,2886.0,NONE,None,22/04/1999 0:00,9/09/2016 0:00,74,0,2,18084,113453,18384,78,4.0,0
413,B0_306,46,ISO-8859-1,nginx,1510.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,20,2,6,3089,7088,3391,24,4.0,0
414,B0_477,46,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,70,21,7,9463,133235,10217,80,10.0,0
415,B0_525,46,ISO-8859-1,nginx,1511.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,44,11,7,6306,22528,6780,50,6.0,0
416,B0_542,46,utf-8,Apache,66804.0,US,MO,20/05/1996 0:00,24/10/2016 0:00,44,2,7,3516,33488,3808,48,4.0,0
417,B0_55,46,ISO-8859-1,nginx,1519.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,21,0,3,4103,16662,4405,25,4.0,0
418,B0_555,46,iso-8859-1,Apache,235.0,NONE,None,None,None,12,0,3,1351,9692,1641,16,4.0,0
419,B0_565,46,ISO-8859-1,nginx,166.0,NONE,None,7/03/2000 0:00,23/03/2017 0:00,25,0,4,2115,17150,2479,29,4.0,0
420,B0_64,46,ISO-8859-1,Microsoft-IIS/8.5,8745.0,NONE,None,None,None,28,0,3,4364,22879,4498,30,2.0,0
421,B0_727,46,iso-8859-1,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9,333.0,US,MI,15/11/1998 0:00,23/12/2011 0:00,125,0,1,8528,231799,8856,129,4.0,0
422,B0_736,46,UTF-8,GSE,6984.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,33,1,5,3244,24696,4114,43,10.0,0
423,B0_747,46,UTF-8,Apache/2.2.15 (CentOS),10303.0,AU,New South Wales,8/01/2009 10:56,9/01/2017 10:11,197,0,3,13622,486769,13794,200,2.0,0
424,B0_873,46,ISO-8859-1,None,784.0,US,California,28/11/1999 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0.0,0
425,B0_1245,47,utf-8,nginx/1.13.0,7790.0,US,Washington,28/08/1998 0:00,13/12/2016 0:00,0,0,0,0,0,0,0,0.0,0
426,B0_1286,47,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,UT,5/02/1999 0:00,16/06/2014 0:00,0,0,0,0,0,0,0,0.0,0
427,B0_1294,47,ISO-8859-1,Apache,7362.0,PA,PANAMA,4/10/2003 0:00,8/12/2014 0:00,0,0,0,0,0,0,0,0.0,0
428,B0_1305,47,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,Nebraska,24/04/2007 0:00,25/04/2017 0:00,0,0,0,0,0,0,0,0.0,0
429,B0_1340,47,iso-8859-1,Apache/2.0.52 (Red Hat),423.0,NONE,None,None,None,0,0,0,0,0,0,0,0.0,0
430,B0_1410,47,ISO-8859-1,None,6748.0,US,California,28/11/1999 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0.0,0
431,B0_2005,47,UTF-8,Apache,17647.0,NONE,None,26/01/2001 0:00,26/03/2017 0:00,9,7,5,750,744,750,9,0.0,0
432,B0_2111,47,ISO-8859-1,LiteSpeed,1148.0,US,GA,19/09/2002 0:00,4/09/2016 0:00,11,3,7,810,730,810,11,0.0,0
433,B0_298,47,iso-8859-1,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,479.0,CA,ON,18/10/2002 0:00,17/10/2016 0:00,31,7,8,3007,23628,3335,35,4.0,0
434,B0_32,47,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16,10804.0,NONE,None,18/10/2004 0:00,2/07/2015 0:00,4,2,4,296,778,442,6,2.0,0
435,B0_39,47,UTF-8,Apache,14889.0,NONE,None,5/11/1997 0:00,14/04/2015 0:00,9,1,2,1180,1834,1484,13,4.0,0
436,B0_446,47,UTF-8,Apache-Coyote/1.1,9527.0,GB,London,13/06/1997 0:00,5/11/2015 0:00,23,2,4,2112,13191,2530,29,6.0,0
437,B0_650,47,ISO-8859-1,None,6748.0,US,California,28/11/1999 0:00,9/09/2013 0:00,33,2,8,3759,11243,4193,39,6.0,0
438,B0_913,47,utf-8,Apache,44446.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
439,B0_926,47,ISO-8859-1,None,675.0,US,California,28/11/1999 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0.0,0
440,B0_949,47,ISO-8859-1,nginx/1.11.3,193.0,US,CA,28/11/2006 0:00,13/03/2014 0:00,0,0,0,0,0,0,0,0.0,0
441,B0_998,47,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0.0,0
442,M0_114,48,ISO-8859-1,lighttpd,345.0,OTHER,None,24/02/1996 0:00,27/12/2016 0:00,17,5,10,1320,1967,1474,19,2.0,1
443,M0_146,48,UTF-8,nginx,640.0,NONE,None,None,None,23,1,4,2912,3753,3494,31,8.0,1
444,M0_46,48,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,24/05/2000 0:00,25/05/2016 0:00,22,0,2,3448,9819,3912,28,6.0,1
445,M0_51,48,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516.0,US,Utah,24/05/2000 0:00,25/05/2016 0:00,24,0,2,4041,12420,4505,30,6.0,1
446,B0_1046,48,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,Arizona,21/12/2005 0:00,8/12/2016 0:00,0,0,0,0,0,0,0,0.0,0
447,B0_1063,48,utf-8,Apache,67135.0,US,MO,20/05/1996 0:00,24/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
448,B0_1118,48,UTF-8,mw2230.codfw.wmnet,4699.0,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0.0,0
449,B0_1170,48,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,CO,1/07/1998 0:00,26/06/2016 0:00,0,0,0,0,0,0,0,0.0,0
450,B0_1259,48,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips,16333.0,US,GA,5/05/2004 0:00,20/04/2016 0:00,0,0,0,0,0,0,0,0.0,0
451,B0_131,48,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,33,27,2,6235,16697,6835,41,8.0,0
452,B0_1392,48,iso-8859-1,Apache,288.0,NONE,None,11/10/2000 0:00,12/12/2016 0:00,0,0,0,0,0,0,0,0.0,0
453,B0_1424,48,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,Florida,2/12/2004 0:00,25/11/2015 0:00,0,0,0,0,0,0,0,0.0,0
454,B0_2020,48,ISO-8859-1,AkamaiGHost,299.0,US,CA,10/08/1998 0:00,10/07/2012 0:00,7,7,3,618,624,618,7,0.0,0
455,B0_203,48,ISO-8859-1,Apache/2.4.7 (Ubuntu),13913.0,OTHER,None,13/04/2005 0:00,10/11/2016 0:00,10,3,3,1224,1814,1696,16,6.0,0
456,B0_2069,48,us-ascii,Microsoft-HTTPAPI/2.0,324.0,OTHER,None,14/08/2000 0:00,6/07/2016 0:00,7,7,3,618,562,618,7,0.0,0
457,B0_223,48,UTF-8,Microsoft-IIS/7.5,39.0,US,Colorado,29/12/2005 0:00,6/02/2017 0:00,25,4,8,2313,9531,2621,29,4.0,0
458,B0_2247,48,iso-8859-1,Apache,333.0,US,Arizona,25/06/2002 0:00,26/06/2016 0:00,5,3,3,498,504,498,5,0.0,0
459,B0_281,48,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,44,31,4,6925,17604,7525,52,8.0,0
460,B0_307,48,ISO-8859-1,None,6748.0,NONE,None,28/11/1999 0:00,9/09/2013 0:00,24,2,5,3179,11372,3613,30,6.0,0
461,B0_567,48,UTF-8,GSE,38123.0,US,CA,31/07/2000 0:00,29/06/2016 0:00,47,10,6,4576,49426,5282,55,8.0,0
462,B0_67,48,UTF-8,Apache/2.2.31 (Amazon),1371.0,NONE,None,28/04/2003 0:00,29/04/2016 0:00,26,2,8,2873,5727,3453,34,8.0,0
463,B0_694,48,UTF-8,Apache,58.0,US,CO,22/06/2014 0:00,22/06/2016 0:00,24,6,12,2634,4384,2932,28,4.0,0
464,B0_71,48,utf-8,Apache,46579.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,113,0,3,7746,229040,8062,117,4.0,0
465,B0_836,48,us-ascii,Microsoft-HTTPAPI/2.0,324.0,IN,Maharashtra,5/08/1999 0:00,10/02/2017 0:00,0,0,0,0,0,0,0,0.0,0
466,M0_149,49,ISO-8859-1,PWS/8.2.0.7,528.0,OTHER,None,28/08/2003 0:00,10/05/2016 0:00,17,1,6,1661,2944,2123,23,6.0,1
467,M0_164,49,ISO-8859-1,nginx/1.2.1,2211.0,OTHER,widestep@mail.ru,9/03/2004 0:00,4/01/2016 0:00,12,8,1,2037,6187,2355,16,4.0,1
468,M0_81,49,UTF-8,nginx/1.12.0,4877.0,US,VERMONT,22/03/2009 0:00,22/03/2017 0:00,8,0,2,811,6062,961,10,2.0,1
469,B0_1090,49,ISO-8859-1,Apache,959.0,US,New York,3/07/2000 17:33,4/07/2016 14:14,0,0,0,0,0,0,0,0.0,0
470,B0_1123,49,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,MI,2/02/1996 0:00,7/04/2016 0:00,0,0,0,0,0,0,0,0.0,0
471,B0_1217,49,UTF-8,Apache,19361.0,OTHER,ZH,19/02/1997 0:00,15/12/2015 0:00,0,0,0,0,0,0,0,0.0,0
472,B0_1243,49,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0.0,0
473,B0_137,49,iso-8859-1,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,475.0,NONE,None,23/08/2010 0:00,17/04/2015 0:00,14,0,1,1205,16593,1383,16,2.0,0
474,B0_1416,49,ISO-8859-1,None,783.0,US,California,28/11/1999 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0.0,0
475,B0_16,49,ISO-8859-1,LiteSpeed,1148.0,US,IL,23/09/2009 0:00,8/09/2016 0:00,9,0,2,851,2135,1003,11,2.0,0
476,B0_2054,49,iso-8859-1,Apache/2.2.16 (Unix) mod_ssl/2.2.16 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4,506.0,NONE,None,None,None,22,19,7,1476,1344,1476,22,0.0,0
477,B0_2107,49,utf-8,Apache,5005.0,US,CA,20/09/1995 0:00,21/03/2017 0:00,3,3,1,366,306,366,3,0.0,0
478,B0_2113,49,ISO-8859-1,Apache,2367.0,US,Pennsylvania,30/01/2003 0:00,31/01/2016 0:00,6,3,3,552,436,552,6,0.0,0
479,B0_2280,49,ISO-8859-1,Play,2119.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,2,2,1,276,184,276,2,0.0,0
480,B0_2317,49,ISO-8859-1,Apache,128.0,US,MA,6/11/2001 1:42,11/03/2017 15:28,5,4,3,474,490,474,5,0.0,0
481,B0_341,49,ISO-8859-1,nginx,162.0,US,TX,11/11/1999 0:00,16/04/2016 0:00,19,6,9,1720,2880,2138,25,6.0,0
482,B0_365,49,utf-8,Apache,66441.0,US,MO,20/05/1996 0:00,24/10/2016 0:00,14,1,3,1567,6818,1859,18,4.0,0
483,B0_524,49,utf-8,ATS,640.0,US,CA,18/01/1995 0:00,26/08/2015 0:00,32,16,6,4464,39561,5064,40,8.0,0
484,B0_609,49,utf-8,Apache,44393.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,8,0,5,516,124,516,8,0.0,0
485,B0_637,49,utf-8,Apache/2.2.15 (Red Hat),6881.0,US,NY,26/07/1990 0:00,21/07/2016 0:00,26,0,7,2270,10000,2562,30,4.0,0
486,B0_663,49,ISO-8859-1,nginx,1505.0,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,43,11,15,5371,16215,5845,49,6.0,0
487,B0_729,49,ISO-8859-1,Apache,1368.0,NONE,None,None,None,0,0,0,0,124,0,0,0.0,0
488,B0_95,49,iso-8859-1,Apache,236.0,US,UT,16/05/1995 0:00,21/10/2016 0:00,21,7,2,2681,21979,3159,27,6.0,0
489,B0_974,49,UTF-8,Apache/2.2.15 (CentOS),101.0,AU,NSW,19/08/2004 0:00,5/07/2016 0:00,0,0,0,0,0,0,0,0.0,0
490,M0_147,50,UTF-8,nginx,640.0,NONE,None,None,None,20,1,4,2330,3609,2912,28,8.0,1
491,M0_88,50,ISO-8859-1,nginx/1.12.0,1108.0,OTHER,NONE,26/04/2004 0:00,27/04/2017 0:00,7,0,2,746,2189,904,9,2.0,1
492,B0_1026,50,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0.0,0
493,B0_1088,50,utf-8,Apache,43996.0,CA,ON,9/12/2003 0:00,22/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
494,B0_1370,50,ISO-8859-1,Apache,13076.0,US,IL,9/03/2006 0:00,23/02/2017 0:00,0,0,0,0,0,0,0,0.0,0
495,B0_1423,50,UTF-8,Apache,6953.0,CA,Ontario,23/07/2011 0:00,7/12/2015 0:00,0,0,0,0,0,0,0,0.0,0
496,B0_2180,50,ISO-8859-1,Microsoft-IIS/7.5,3071.0,US,FL,2/04/1999 0:00,6/05/2016 0:00,8,6,4,696,636,696,8,0.0,0
497,B0_371,50,iso-8859-1,nginx,243.0,US,Wisconsin,21/05/2007 21:12,27/03/2014 15:06,13,8,2,2382,7775,2682,17,4.0,0
498,B0_402,50,ISO-8859-1,None,1819.0,US,CA,2/11/2002 0:00,2/02/2017 0:00,33,27,5,5203,13097,5803,41,8.0,0
499,B0_419,50,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,CA,1/05/1996 0:00,25/03/2017 0:00,25,1,6,2829,23089,3131,29,4.0,0
500,B0_429,50,ISO-8859-1,Apache,2797.0,NONE,None,None,None,35,0,4,2949,43296,3263,39,4.0,0
501,B0_521,50,ISO-8859-1,None,1189.0,NONE,None,22/02/2007 0:00,22/02/2016 0:00,22,4,12,1960,2807,2420,28,6.0,0
502,B0_537,50,UTF-8,nginx,24971.0,US,CA,6/12/1994 0:00,3/11/2015 0:00,7,0,2,995,1507,1287,11,4.0,0
503,B0_564,50,ISO-8859-1,None,413.0,NONE,None,None,None,10,0,4,926,1788,1266,14,4.0,0
504,B0_610,50,utf-8,Microsoft-IIS/7.5,5316.0,US,FL,2/01/2003 0:00,1/01/2017 0:00,57,4,6,6820,79053,6966,59,2.0,0
505,B0_682,50,UTF-8,Apache,435494.0,NONE,None,None,None,226,6,6,15162,383760,15314,228,2.0,0
506,B0_789,50,us-ascii,Microsoft-IIS/7.5,324.0,US,California,26/09/2003 0:00,17/06/2016 0:00,0,0,0,0,0,0,0,0.0,0
507,B0_797,50,ISO-8859-1,Microsoft-IIS/7.5,1208.0,US,WA,13/09/2000 0:00,29/08/2016 0:00,0,0,0,0,0,0,0,0.0,0
508,B0_843,50,ISO-8859-1,nginx/1.10.3,1149.0,US,UTAH,6/10/1999 0:00,13/12/2008 0:00,0,0,0,0,0,0,0,0.0,0
509,B0_898,50,UTF-8,Apache/2.2.15 (CentOS),1970.0,US,IL,30/12/1996 0:00,30/10/2016 0:00,0,0,0,0,0,0,0,0.0,0
510,B0_907,50,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,FL,14/09/1995 0:00,12/05/2016 0:00,0,0,0,0,0,0,0,0.0,0
511,B0_975,50,us-ascii,Microsoft-HTTPAPI/2.0,324.0,US,NJ,27/02/1998 5:00,17/12/2012 21:45,0,0,0,0,0,0,0,0.0,0
512,B0_1160,51,us-ascii,Microsoft-IIS/7.5,324.0,NONE,None,26/09/2003 0:00,17/06/2016 0:00,0,0,0,0,0,0,0,0.0,0
513,B0_1346,51,UTF-8,Apache/2.4.6 (CentOS),25866.0,US,CA,25/01/1995 0:00,5/12/2013 0:00,0,0,0,0,0,0,0,0.0,0
514,B0_1362,51,ISO-8859-1,nginx,6130.0,US,Utr,21/01/2007 22:31,23/12/2016 4:58,0,0,0,0,0,0,0,0.0,0
